temp,humidity,dew,precip,pressure,windgust,windspeed,cloudcover,timestamp
32.3,51.69,21.1,0.0,1002.0,38.9,14.4,83.2,2020-06-13 20:00:00
31.0,55.65,21.1,0.0,1003.0,36.4,16.9,99.4,2020-06-13 21:00:00
30.9,56.31,21.2,0.0,1003.0,37.1,16.2,100.0,2020-06-13 22:00:00
29.4,65.65,22.3,0.0,1004.0,37.4,14.8,99.1,2020-06-13 23:00:00
28.9,67.99,22.4,0.0,1004.0,36.7,14.8,96.2,2020-06-14 00:00:00
28.5,70.01,22.5,0.0,1004.0,34.2,15.5,95.0,2020-06-14 01:00:00
27.4,74.65,22.5,0.0,1004.0,37.4,16.9,96.7,2020-06-14 02:00:00
27.2,75.99,22.6,0.0,1003.0,37.4,15.8,96.7,2020-06-14 03:00:00
26.6,77.29,22.3,0.0,1003.0,34.6,13.3,99.1,2020-06-14 04:00:00
26.8,77.32,22.5,0.0,1003.0,31.3,11.9,98.1,2020-06-14 05:00:00
27.5,76.5,23.0,0.0,1004.0,31.0,11.2,95.5,2020-06-14 06:00:00
27.6,76.51,23.1,0.0,1005.0,31.3,13.0,97.8,2020-06-14 07:00:00
27.4,81.24,23.9,0.0,1002.1,36.4,3.6,100.0,2020-06-14 08:00:00
28.7,70.04,22.7,0.0,1006.0,50.0,24.1,97.4,2020-06-14 09:00:00
28.7,70.04,22.7,0.0,1006.0,51.5,24.5,100.0,2020-06-14 10:00:00
30.6,63.93,23.0,0.0,1005.0,51.1,22.0,100.0,2020-06-14 11:00:00
31.8,58.28,22.6,0.0,1005.0,48.2,22.0,100.0,2020-06-14 12:00:00
31.6,59.3,22.7,0.0,1004.0,49.0,22.0,99.9,2020-06-14 13:00:00
33.5,53.6,22.8,0.0,1003.0,50.0,20.5,99.8,2020-06-14 14:00:00
34.0,52.75,23.0,0.0,1003.0,49.7,20.2,100.0,2020-06-14 15:00:00
34.4,50.97,22.8,0.0,1001.0,49.3,18.7,100.0,2020-06-14 16:00:00
30.6,76.06,25.9,0.0,997.4,40.3,3.6,80.0,2020-06-14 17:00:00
34.8,48.06,22.2,0.0,1001.0,37.1,12.2,100.0,2020-06-14 18:00:00
35.3,46.75,22.2,0.0,1002.0,28.4,7.9,100.0,2020-06-14 19:00:00
33.4,54.22,22.9,0.0,1003.0,22.3,7.6,100.0,2020-06-14 20:00:00
32.0,58.32,22.8,0.0,1004.0,26.6,10.1,100.0,2020-06-14 21:00:00
31.7,57.55,22.3,0.0,1005.0,31.3,10.8,100.0,2020-06-14 22:00:00
30.3,63.87,22.7,0.0,1005.0,32.4,12.2,100.0,2020-06-14 23:00:00
30.0,64.98,22.7,0.0,1005.0,32.4,15.5,99.0,2020-06-15 00:00:00
29.6,67.3,22.9,0.0,1005.0,37.1,16.9,99.0,2020-06-15 01:00:00
28.3,69.97,22.3,0.0,1004.0,38.9,17.6,100.0,2020-06-15 02:00:00
27.9,73.38,22.7,0.0,1004.0,38.9,17.6,100.0,2020-06-15 03:00:00
27.6,71.57,22.0,0.0,1004.0,38.5,16.6,99.8,2020-06-15 04:00:00
27.4,73.3,22.2,0.0,1004.0,39.6,18.0,97.0,2020-06-15 05:00:00
27.9,73.38,22.7,0.0,1004.0,40.7,18.4,97.8,2020-06-15 06:00:00
27.7,74.7,22.8,0.0,1005.0,41.0,18.4,97.6,2020-06-15 07:00:00
27.1,84.19,24.2,0.0,1001.3,41.0,3.6,50.0,2020-06-15 08:00:00
28.4,72.58,23.0,0.0,1006.0,51.1,23.4,99.8,2020-06-15 09:00:00
28.7,71.33,23.0,0.0,1005.0,54.7,25.2,100.0,2020-06-15 10:00:00
30.7,64.34,23.2,0.0,1005.0,53.6,24.1,100.0,2020-06-15 11:00:00
32.1,56.26,22.3,0.0,1005.0,49.3,23.8,100.0,2020-06-15 12:00:00
32.2,55.94,22.3,0.0,1004.0,51.1,22.7,100.0,2020-06-15 13:00:00
34.0,49.95,22.1,0.0,1003.0,49.7,22.3,100.0,2020-06-15 14:00:00
34.1,47.59,21.4,0.0,1002.0,47.9,22.7,100.0,2020-06-15 15:00:00
33.9,50.53,22.2,0.0,1001.0,47.2,18.7,100.0,2020-06-15 16:00:00
34.1,51.23,22.7,0.0,997.0,45.7,7.6,50.0,2020-06-15 17:00:00
34.3,48.52,21.9,0.0,1001.0,41.8,12.6,99.8,2020-06-15 18:00:00
34.3,47.64,21.6,0.0,1001.0,34.2,12.6,100.0,2020-06-15 19:00:00
32.8,53.1,22.0,0.0,1003.0,32.0,13.7,100.0,2020-06-15 20:00:00
31.8,57.22,22.3,0.0,1003.0,32.0,14.0,100.0,2020-06-15 21:00:00
31.6,57.18,22.1,0.0,1004.0,32.8,15.1,98.6,2020-06-15 22:00:00
30.3,63.48,22.6,0.0,1005.0,35.6,16.9,98.3,2020-06-15 23:00:00
29.9,64.56,22.5,0.0,1005.0,37.4,18.4,99.1,2020-06-16 00:00:00
29.5,66.07,22.5,0.0,1004.0,40.7,18.0,99.8,2020-06-16 01:00:00
28.3,69.97,22.3,0.0,1004.0,40.0,17.6,100.0,2020-06-16 02:00:00
27.9,72.5,22.5,0.0,1003.0,39.6,17.6,100.0,2020-06-16 03:00:00
27.4,74.2,22.4,0.0,1003.0,38.9,16.6,99.5,2020-06-16 04:00:00
27.3,75.54,22.6,0.0,1003.0,38.5,15.8,99.3,2020-06-16 05:00:00
27.9,74.28,22.9,0.0,1003.0,36.0,15.1,99.9,2020-06-16 06:00:00
27.8,74.71,22.9,0.0,1004.0,34.9,15.1,100.0,2020-06-16 07:00:00
27.4,81.24,23.9,0.0,1000.8,35.6,1.8,50.0,2020-06-16 08:00:00
28.8,71.35,23.1,0.0,1005.0,41.8,18.7,100.0,2020-06-16 09:00:00
29.3,69.31,23.1,0.0,1005.0,53.6,24.5,100.0,2020-06-16 10:00:00
30.9,62.84,23.0,0.0,1004.0,53.3,21.2,100.0,2020-06-16 11:00:00
32.2,56.63,22.5,0.0,1004.0,51.8,22.0,100.0,2020-06-16 12:00:00
32.2,56.28,22.4,0.0,1003.0,53.6,21.2,100.0,2020-06-16 13:00:00
33.4,55.22,23.2,0.0,1002.0,54.4,20.2,100.0,2020-06-16 14:00:00
34.0,54.37,23.5,0.0,1001.0,52.2,18.7,100.0,2020-06-16 15:00:00
34.5,56.15,24.5,0.0,1000.0,49.7,16.9,100.0,2020-06-16 16:00:00
33.6,55.27,23.4,0.0,996.0,47.5,3.6,50.0,2020-06-16 17:00:00
32.7,60.64,24.1,0.7,1001.0,46.1,12.2,100.0,2020-06-16 18:00:00
32.7,56.4,22.9,0.1,1002.0,31.0,9.4,100.0,2020-06-16 19:00:00
31.6,60.39,23.0,0.0,1003.0,24.8,8.3,100.0,2020-06-16 20:00:00
30.3,62.71,22.4,0.1,1004.0,33.5,7.2,99.2,2020-06-16 21:00:00
30.3,61.2,22.0,0.0,1004.0,32.4,8.3,100.0,2020-06-16 22:00:00
29.4,61.76,21.3,0.0,1005.0,22.0,10.8,99.8,2020-06-16 23:00:00
29.5,61.03,21.2,0.0,1005.0,25.9,13.0,99.8,2020-06-17 00:00:00
29.4,61.38,21.2,0.0,1004.0,32.8,15.1,100.0,2020-06-17 01:00:00
28.7,64.31,21.3,0.0,1004.0,34.2,15.5,100.0,2020-06-17 02:00:00
28.1,67.0,21.4,0.0,1004.0,33.8,15.1,99.1,2020-06-17 03:00:00
27.4,72.85,22.1,0.0,1003.0,33.8,12.2,99.3,2020-06-17 04:00:00
27.4,73.75,22.3,0.0,1003.0,33.8,13.0,100.0,2020-06-17 05:00:00
27.5,76.04,22.9,0.0,1004.0,33.1,13.7,100.0,2020-06-17 06:00:00
27.4,76.95,23.0,0.0,1004.0,33.1,14.4,100.0,2020-06-17 07:00:00
27.7,79.83,23.9,0.0,1000.8,34.6,1.8,50.0,2020-06-17 08:00:00
28.6,73.06,23.3,0.0,1005.0,43.9,18.4,100.0,2020-06-17 09:00:00
29.0,70.95,23.2,0.0,1005.0,51.1,23.4,100.0,2020-06-17 10:00:00
30.7,62.42,22.7,0.0,1005.0,50.8,23.0,100.0,2020-06-17 11:00:00
32.0,55.89,22.1,0.0,1005.0,51.1,23.4,100.0,2020-06-17 12:00:00
32.1,54.9,21.9,0.0,1004.0,49.3,22.0,100.0,2020-06-17 13:00:00
33.6,48.34,21.2,0.0,1003.0,47.5,22.0,100.0,2020-06-17 14:00:00
34.4,45.95,21.1,0.0,1003.0,47.5,20.9,100.0,2020-06-17 15:00:00
31.7,60.05,23.0,0.0,1002.0,45.4,18.0,100.0,2020-06-17 16:00:00
33.7,52.68,22.7,0.0,998.0,40.7,3.6,80.0,2020-06-17 17:00:00
31.5,62.6,23.5,0.0,1003.0,35.6,10.8,100.0,2020-06-17 18:00:00
31.7,61.52,23.4,0.0,1003.0,30.6,8.3,100.0,2020-06-17 19:00:00
31.1,63.65,23.4,0.0,1004.0,25.9,4.7,100.0,2020-06-17 20:00:00
30.4,65.46,23.2,0.0,1005.0,22.7,5.8,100.0,2020-06-17 21:00:00
30.4,62.36,22.4,0.0,1006.0,24.5,7.9,99.1,2020-06-17 22:00:00
28.7,68.36,22.3,0.0,1007.0,27.4,10.1,94.6,2020-06-17 23:00:00
